name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Swift ZXI BSIV,0.857142857,670000,0.008806122,4,2,1,0
Maruti Ertiga VXI,0.821428571,625000,0.014774398,4,2,1,0
Hyundai Grand i10 Magna AT,0.892857143,520000,0.013028795,4,0,0,0
Chevrolet Beat LT Option,0.857142857,239000,0.050829533,4,0,1,0
Toyota Fortuner 4x2 AT,0.892857143,2600000,0.058469027,1,2,0,0
Maruti S-Cross Zeta DDiS 200 SH,0.821428571,750000,0.056996174,1,2,1,0
Hyundai i10 Magna,0.714285714,229999,0.061769308,4,0,1,0
Audi A6 2.0 TDI Premium Plus,0.75,1300000,0.072525595,1,0,0,0
Hyundai Santro GS,0.464285714,80000,0.070145227,4,0,1,0
Skoda Laura Ambiente 2.0 TDI CR MT,0.714285714,385000,0.064467058,1,0,1,0
Hyundai Verna 1.6 VTVT SX,0.821428571,760000,0.068607906,4,2,1,0
Maruti Swift Dzire VDI,0.892857143,600000,0.057656974,1,2,1,0
Renault Duster 85PS Diesel RxL,0.75,450000,0.001238535,1,0,1,2
Mercedes-Benz C-Class Progressive C 220d,0.928571429,3800000,0.01239651,1,0,0,0
Audi A4 3.0 TDI Quattro,0.75,1580000,0.106619406,1,0,0,0
BMW X5 xDrive 30d xLine,0.964285714,4950000,0.037192009,1,0,0,0
Hyundai Creta 1.6 CRDi SX,0.857142857,535000,0.065210923,1,1,1,0
Maruti SX4 Vxi BSIV,0.714285714,225000,0.136374005,4,1,1,2
Hyundai Grand i10 1.2 Kappa Magna AT,0.892857143,550000,0.024657884,4,0,0,0
Maruti Swift ZXI BSIV,0.857142857,670000,0.008806122,4,2,1,0
Maruti Ertiga VXI,0.821428571,625000,0.014774398,4,2,1,0
Hyundai Grand i10 Magna AT,0.892857143,520000,0.013028795,4,0,0,0
Chevrolet Beat LT Option,0.857142857,239000,0.050829533,4,0,1,0
Toyota Fortuner 4x2 AT,0.892857143,2600000,0.058469027,1,2,0,0
Maruti S-Cross Zeta DDiS 200 SH,0.821428571,750000,0.056996174,1,2,1,0
Hyundai i10 Magna,0.714285714,229999,0.061769308,4,0,1,0
Audi A6 2.0 TDI Premium Plus,0.75,1300000,0.072525595,1,0,0,0
Hyundai Santro GS,0.464285714,80000,0.070145227,4,0,1,0
Skoda Laura Ambiente 2.0 TDI CR MT,0.714285714,385000,0.064467058,1,0,1,0
Hyundai Verna 1.6 VTVT SX,0.821428571,760000,0.068607906,4,2,1,0
Maruti Swift Dzire VDI,0.892857143,600000,0.057656974,1,2,1,0
Volkswagen Jetta 2.0L TDI Highline AT,0.714285714,735000,0.068558315,1,0,0,0
Tata Indica Vista Quadrajet 90 VX,0.714285714,285000,0.092114039,1,0,1,0
Honda City VX MT,0.642857143,350000,0.060476222,4,0,1,0
Volkswagen Jetta 1.9 Highline TDI,0.642857143,290000,0.108627842,1,0,0,0
Volkswagen Vento 1.5 TDI Highline Plus AT,0.892857143,890000,0.049861269,1,0,0,0
Honda Jazz VX,0.678571429,385000,0.014222698,4,0,1,0
Maruti Eeco 5 Seater AC BSIV,0.892857143,425000,0.010353361,4,0,1,0
Maruti Wagon R VXI AMT1.2BSIV,0.892857143,525000,0.012080367,4,0,0,0
Hyundai Grand i10 Asta,0.892857143,550000,0.012084086,4,0,1,0
Volkswagen Polo 1.0 MPI Trendline,0.714285714,271000,0.060747733,4,0,1,0
Hyundai Creta 1.6 CRDi SX Option,0.928571429,1490000,0.025654663,1,0,1,0
Hyundai Grand i10 Asta Option,0.821428571,490000,0.038530966,4,0,1,0
Hyundai EON Era Plus,0.785714286,260000,0.046620497,4,0,1,0
Hyundai Xcent 1.1 CRDi SX Option,0.785714286,455000,0.069240192,1,0,1,0
Tata Nano Lx BSIV,0.642857143,75000,0.072959516,4,0,1,0
Toyota Etios Cross 1.2L G,0.821428571,421000,0.029553755,4,0,1,0
Maruti Swift DDiS LDI,0.857142857,550000,0.066946608,1,0,1,0
Hyundai i10 Sportz 1.2 AT,0.75,330000,0.047110209,4,0,0,0
Volkswagen Vento 1.5 TDI Comfortline,0.714285714,390000,0.056351491,1,0,1,0
Skoda Rapid 1.5 TDI AT Ambition,0.821428571,599000,0.058214873,1,0,0,0
Hyundai Getz GLE,0.535714286,110000,0.074385258,4,1,1,1
Renault KWID RXT Optional,0.857142857,250000,0.030993134,4,1,1,0
Mahindra Scorpio M2DI,0.714285714,600000,0.136374005,1,1,1,1
Ford Endeavour XLT TDCi 4X2,0.571428571,280000,0.235556002,1,1,1,2
Audi Q3 35 TDI Quattro Technology,0.928571429,2700000,0.030993134,1,1,0,0
Mahindra Renault Logan 1.4 GLX Petrol,0.571428571,80000,0.111578506,4,1,1,0
Maruti Alto K10 VXI,0.964285714,350000,0.006197635,4,1,1,0
Maruti Swift VDI BSIV,0.821428571,475000,0.074385258,1,1,1,0
Audi A5 Sportback,1,4700000,0.001858423,1,1,0,0
Maruti Swift Dzire VDI,0.928571429,500000,0.061987508,1,1,1,0
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,0.785714286,250000,0.148771755,1,1,1,0
Hyundai Accent CRDi,0.464285714,100000,0.148771755,1,1,1,2
Maruti Alto K10 VXI Airbag,0.964285714,350000,0.006197635,4,1,1,0
BMW 7 Series Signature 730Ld,0.785714286,4000000,0.058268183,1,1,0,0
Toyota Camry 2.5 Hybrid,0.892857143,1900000,0.024794259,4,1,0,0
Hyundai Santro Xing XG,0.464285714,95000,0.148771755,4,1,1,2
Hyundai Grand i10 CRDi Sportz,0.821428571,409999,0.071905708,1,1,1,0
Mahindra XUV500 W5 BSIV,0.928571429,1050000,0.043390884,1,1,1,0
Maruti Alto K10 VXI,0.892857143,320000,0.037192009,4,1,1,0
Mahindra XUV300 W8 Option Diesel BSIV,0.964285714,1000000,0.01239651,1,1,1,0
Toyota Innova Crysta 2.4 VX MT BSIV,0.892857143,1770000,0.030993134,1,1,1,0
Mahindra Thar CRDe,0.928571429,950000,0.024794259,1,1,1,0
Maruti Swift Dzire ZDI,0.928571429,750000,0.061987508,1,1,1,0
Hyundai EON Magna Plus,0.785714286,220000,0.052069308,4,1,1,0
Tata Hexa XM,0.892857143,1000000,0.061987508,1,1,1,0
Honda Mobilio E i DTEC,0.892857143,660000,0.143812655,1,1,1,0
Maruti Ertiga ZDI,0.821428571,716000,0.123976256,1,1,1,0
Maruti Ciaz ZXi Plus,0.821428571,675000,0.081823907,4,1,1,0
Mahindra Scorpio LX,0.642857143,385000,0.136374005,1,1,1,4
Fiat Grande Punto EVO 1.3 Dynamic,0.785714286,325000,0.086783007,1,1,1,0
Hyundai Creta 1.6 CRDi SX Option,0.821428571,950000,0.074385258,1,1,1,0
Ford Endeavour Hurricane Limited Edition,0.535714286,400000,0.136374005,1,1,0,1
Tata Indica Vista TDI LS,0.785714286,250000,0.030993134,1,1,1,0
Land Rover Discovery S 2.0 SD4,0.928571429,4000000,0.084303457,4,1,0,0
Maruti Alto 800 LXI,0.785714286,210000,0.024794259,4,1,1,0
Hyundai i10 Era 1.1 iTech SE,0.678571429,147000,0.136374005,4,1,1,2
Maruti Vitara Brezza VDi Option,0.928571429,725000,0.03266683,1,1,1,0
Mahindra Scorpio SLE BSIV,0.714285714,550000,0.111578506,1,1,1,0
Hyundai i20 Sportz Option 1.2,0.857142857,475000,0.030993134,4,1,1,0
Hyundai Santro Xing GLS,0.785714286,250000,0.061987508,4,1,1,2
Tata Indica LSI,0.5,70000,0.074385258,4,1,1,2
Hyundai EON Era Plus,0.714285714,160000,0.086783007,4,1,1,4
Ford Endeavour 3.0L 4X4 AT,0.678571429,1000000,0.111578506,1,1,0,2
Hyundai Santro LE zipPlus,0.321428571,68000,0.086783007,4,1,1,0
Hyundai Grand i10 1.2 Kappa Asta,0.892857143,500000,0.032852797,4,1,1,0
Tata Indigo CR4,0.75,170000,0.074385258,1,1,1,0
Mahindra Scorpio S11 BSIV,0.928571429,1300000,0.043390884,1,1,1,0
Hyundai Creta 1.4 EX Diesel,1,1050000,0.01239651,1,1,1,0
Maruti Ritz LXI,0.607142857,300000,0.018595385,4,1,1,0
Hyundai i20 Magna 1.2,0.857142857,600000,0.030993134,4,1,1,0
Hyundai Verna CRDi 1.6 SX,0.892857143,900000,0.061987508,1,1,1,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,0.964285714,550000,0.030993134,4,1,1,0
Maruti Alto LX,0.535714286,100000,0.064467058,4,1,1,2
Honda Brio 1.2 S MT,0.892857143,400000,0.018595385,4,1,1,0
Tata Nano Lx,0.678571429,120000,0.024794259,4,1,1,0
Hyundai i20 Asta 1.4 CRDi,0.75,300000,0.111578506,1,1,1,0
Tata Indigo LX,0.678571429,140000,0.074385258,1,1,1,2
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,0.821428571,640000,0.028513584,4,1,1,0
Maruti Alto K10 VXI,0.928571429,380000,0.027465974,4,1,1,0
Tata Nano Lx,0.678571429,120000,0.024794259,4,1,1,0
Maruti Ciaz 1.4 Delta,0.928571429,650000,0.086783007,4,1,1,0
Maruti Alto LX,0.607142857,150000,0.074385258,4,1,1,2
Ford Figo Aspire 1.2 Ti-VCT Trend,0.928571429,550000,0.043390884,4,1,1,0
Mahindra XUV500 W8 4WD,0.714285714,650000,0.088074853,1,0,1,0
Mitsubishi Pajero Sport 4X4,0.714285714,1025000,0.208119782,1,0,1,2
Ford Fiesta 1.5 TDCi Titanium,0.678571429,195000,0.165588062,1,0,1,0
Mercedes-Benz C-Class Progressive C 220d,0.928571429,3800000,0.01239651,1,0,0,0
BMW 3 Series 320d Sport,0.75,1490000,0.049589758,1,0,0,0
BMW X5 xDrive 30d xLine,0.964285714,4950000,0.037192009,1,0,0,0
Honda City i-VTEC CVT ZX,0.928571429,1140000,0.028560696,4,2,0,0
Chevrolet Beat Diesel LS,0.678571429,95000,0.086783007,1,1,1,0
BMW 3 Series GT Luxury Line,0.892857143,3050000,0.037192009,1,1,0,0
Hyundai Grand i10 1.2 Kappa Magna AT,0.892857143,550000,0.024657884,4,0,0,0
Maruti Ertiga VXI,0.821428571,625000,0.014774398,4,2,1,0
Hyundai Grand i10 Magna AT,0.892857143,520000,0.013028795,4,0,0,0
Chevrolet Beat LT Option,0.857142857,239000,0.050829533,4,0,1,0
Toyota Fortuner 4x2 AT,0.892857143,2600000,0.058469027,1,2,0,0
Hyundai i10 Magna,0.714285714,229999,0.061769308,4,0,1,0
Audi A6 2.0 TDI Premium Plus,0.75,1300000,0.072525595,1,0,0,0
Maruti Baleno Delta 1.2,0.892857143,585000,0.054062867,4,2,1,0
Maruti Baleno Alpha CVT,0.928571429,825000,0.013899117,4,2,0,0
Hyundai i20 1.4 Magna Executive,0.75,280000,0.064467058,1,0,1,0
Maruti Baleno Zeta,0.857142857,725000,0.061016764,4,2,1,0
Mahindra Verito 1.5 D4 BSIV,0.821428571,300000,0.111578506,1,1,1,0
Hyundai Xcent 1.2 Kappa S,0.821428571,375000,0.086783007,4,1,1,0
Honda City VTEC,0.392857143,310000,0.111578506,4,1,1,1
Maruti Swift Dzire VDi,0.678571429,375000,0.235556002,1,1,1,4
Ford Endeavour 3.2 Titanium AT 4X4,0.857142857,1950000,0.131414906,1,1,0,0
Tata Xenon XT EX 4X2,0.714285714,400000,0.099180757,1,1,1,2
Nissan Terrano XL Plus 85 PS,0.785714286,550000,0.099180757,1,1,1,2
Maruti Eeco 7 Seater Standard BSIV,0.928571429,270000,0.024794259,4,1,1,0
Maruti Ertiga ZDI,0.714285714,555000,0.136374005,1,1,1,2
Ford Ecosport 1.5 DV5 MT Ambiente,0.75,500000,0.074385258,1,1,1,2
Skoda Laura Elegance 1.9 TDI  AT,0.642857143,400000,0.161169505,1,1,0,2
Hyundai EON 1.0 Era Plus,0.892857143,280000,0.03575139,4,1,1,0
Tata Indica GLS BS IV,0.571428571,80000,0.247953751,4,1,1,0
Tata Indica DLS,0.5,55000,0.123976256,1,1,1,0
Maruti Alto 800 LXI Airbag,0.785714286,250000,0.061987508,4,1,1,0
Mahindra Bolero SLX 2WD,0.642857143,250000,0.235556002,1,1,1,1
Mahindra Jeep MM 540,0.535714286,95000,0.123976256,1,1,1,2
Mahindra Scorpio 1.99 S10,0.785714286,725000,0.167368379,1,1,1,2
Mahindra Bolero Power Plus Plus AC BSIV PS,0.821428571,320000,0.061987508,1,1,1,4
Skoda Octavia Elegance 2.0 TDI AT,0.785714286,1200000,0.167368379,1,1,0,4
Chevrolet Beat Diesel LS,0.714285714,160000,0.061987508,1,1,1,0
Honda Jazz 1.5 VX i DTEC,0.928571429,790000,0.024262396,1,0,1,0
Honda City i-VTEC ZX,0.928571429,1200000,0.036696099,4,0,1,0
Maruti Swift LXI,0.678571429,175000,0.086783007,4,1,1,0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,0.928571429,950000,0.018595385,1,1,0,0
Maruti Celerio LXI MT BSIV,0.964285714,340000,0.061987508,4,1,1,0
Renault Captur 1.5 Diesel RXT,0.892857143,825000,0.016735722,1,1,1,0
Audi A4 30 TFSI Technology,0.928571429,3100000,0.027273809,4,1,0,0
Honda Amaze VX Diesel BSIV,0.928571429,780000,0.030993134,1,0,1,0
Toyota Corolla Altis 1.8 VL AT,0.642857143,350000,0.099180757,4,1,0,4
Honda Amaze VX Petrol BSIV,0.928571429,690000,0.048349984,4,0,1,0
Maruti Alto 800 VXI,0.857142857,245000,0.074385258,4,1,1,0
Honda Amaze VX Diesel BSIV,0.928571429,790000,0.060747733,1,0,1,0
Honda Amaze VX i-VTEC,0.928571429,680000,0.060251823,4,0,1,0
Hyundai Grand i10 Asta Option,0.892857143,540000,0.024794259,4,1,1,2
Mahindra KUV 100 mFALCON G80 K2,0.857142857,425000,0.030993134,4,1,1,0
Maruti Zen Estilo Sports,0.571428571,140000,0.148771755,4,1,1,0
Maruti Ertiga ZDI Plus,0.964285714,1100000,0.037192009,1,1,1,0
Renault Lodgy 85PS RxL,0.821428571,715000,0.043390884,1,1,1,0
Audi A4 3.0 TDI Quattro,0.75,1580000,0.106619406,1,0,0,0
Audi Q3 2.0 TDI Quattro Premium Plus,0.821428571,1750000,0.158247355,1,0,0,0
Tata Zest Revotron 1.2T XMS,0.928571429,400000,0.066946608,4,0,1,2
Audi A6 2.0 TDI  Design Edition,0.785714286,1750000,0.126894686,1,0,0,0
Audi Q5 2.0 TFSI Quattro Premium Plus,0.785714286,1850000,0.077158634,4,0,0,0
Hyundai Santro Xing XL eRLX Euro III,0.464285714,114999,0.111578506,4,0,1,2
Ford EcoSport 1.5 TDCi Titanium BSIV,0.928571429,950000,0.026522506,1,0,1,0
Datsun GO T Petrol,0.821428571,310000,0.040522044,4,0,1,0
Mahindra Jeep CJ 500 DI,0.5,575000,0.001239775,1,0,1,0
Renault Pulse RxZ,0.892857143,490000,0.027273809,1,0,1,0
Hyundai Grand i10 Magna,0.892857143,480000,0.066030414,4,0,1,0
Land Rover Discovery Sport SD4 HSE Luxury,0.857142857,3500000,0.065706833,1,0,0,0
Renault KWID 1.0 RXT Optional,0.928571429,370000,0.01239651,4,0,1,0
Maruti Baleno Alpha 1.3,0.892857143,835000,0.01735561,1,0,1,0
Volkswagen Polo 2015-2019 1.2 MPI Highline,0.892857143,650000,0.054548858,4,0,1,0
Toyota Etios VD,0.785714286,670000,0.049459582,1,0,1,0
Chevrolet Cruze LTZ AT,0.892857143,950000,0.090502332,1,0,0,0
Honda City i-VTEC SV,0.785714286,690000,0.021074934,4,0,1,0
Volkswagen Polo 2015-2019 1.2 MPI Highline,0.892857143,670000,0.023047416,4,0,1,0
Tata Nexon 1.5 Revotorq XZ,0.892857143,925000,0.033182577,1,0,1,0
Hyundai EON Magna Plus,0.821428571,250000,0.037192009,4,1,1,0
Tata Sumo Gold EX,0.857142857,509999,0.052069308,1,1,1,0
Honda City i DTEC VX,0.785714286,520000,0.136374005,1,1,1,0
Tata Indica DLE,0.464285714,100000,0.123976256,1,1,1,0
Tata Indica DLS,0.5,85000,0.371931247,1,1,1,2
Tata Indigo LX,0.607142857,130000,0.136374005,1,1,1,4
Ford EcoSport 1.5 TDCi Titanium BSIV,0.928571429,950000,0.034241345,1,0,1,0
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,0.821428571,450000,0.086783007,4,1,1,0
Honda City S,0.714285714,320000,0.061987508,4,1,1,2
Maruti Swift Dzire VDI,0.821428571,480000,0.061987508,1,1,1,0
Mercedes-Benz New C-Class C 220 CDI Grand Edition,0.785714286,2490000,0.057028408,1,1,0,0
Toyota Innova 2.5 VX 8 STR,0.714285714,790000,0.101660307,1,1,1,0
Maruti Omni MPI STD BSIV,0.857142857,120000,0.148771755,4,1,1,0
Maruti Alto LXi,0.5,75000,0.099180757,4,1,1,4
Tata Indica GLS BS IV,0.642857143,99000,0.086783007,4,1,1,0
Maruti S-Cross Zeta DDiS 200 SH,0.928571429,1015000,0.024794259,1,1,1,0
Mahindra Xylo D4 BSIV,0.75,250000,0.247953751,1,1,1,2
Toyota Innova Crysta 2.5 VX BS IV,0.678571429,520000,0.148771755,1,1,1,0
Hyundai Verna CRDi 1.6 AT SX Option,0.928571429,1100000,0.037192009,1,1,0,0
Toyota Innova 2.5 V Diesel 7-seater,0.464285714,200000,0.276468575,1,1,1,0
Maruti Swift Dzire VDI,0.857142857,525000,0.074385258,1,1,1,0
Hyundai i20 Asta 1.2,0.857142857,500000,0.049589758,4,1,1,0
Mahindra Scorpio S2 7 Seater,0.857142857,675000,0.200007935,1,1,1,0
Hyundai i10 Magna 1.2 iTech SE,0.607142857,150000,0.074385258,4,1,1,4
Mahindra Bolero DI,0.535714286,250000,0.061987508,1,1,1,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,0.928571429,450000,0.00743741,4,1,1,0
Hyundai Santro Xing XS,0.607142857,150000,0.084303457,4,1,1,2
Chevrolet Beat Diesel LS,0.714285714,200000,0.105379631,1,1,1,0
Mahindra Scorpio VLS AT 2.2 mHAWK,0.678571429,525000,0.086783007,1,1,0,0
Maruti Esteem VX,0.25,60000,0.043390884,4,1,1,2
Maruti Swift Vdi BSIII,0.642857143,180000,0.123976256,1,1,1,2
Honda Amaze S i-Dtech,0.821428571,475000,0.136374005,1,1,1,0
Mahindra Scorpio VLS AT 2.2 mHAWK,0.642857143,380000,0.241754877,1,1,0,2
Maruti Alto 800 LXI,0.821428571,285000,0.057028408,4,1,1,2
Maruti Alto LXi BSIII,0.571428571,91200,0.074385258,4,1,1,2
Datsun RediGO T Option,0.892857143,250000,0.057028408,4,1,1,0
Hyundai Grand i10 CRDi Sportz,0.821428571,400000,0.052069308,1,1,1,0
Hyundai Santro Xing XG AT,0.5,160000,0.111578506,4,1,0,2
Skoda Yeti Ambition 4X2,0.714285714,650000,0.105379631,1,1,1,2
Hyundai Verna 1.6 SX,0.714285714,409999,0.148771755,1,1,1,4
Ford Ecosport 1.5 DV5 MT Titanium,0.75,425000,0.089262557,1,1,1,0
Maruti Wagon R LXI CNG,0.75,250000,0.088022782,0,1,1,2
Maruti Swift Dzire VXi,0.607142857,200000,0.136374005,4,1,1,1
Maruti Wagon R LXI CNG,0.75,250000,0.088022782,0,1,1,2
Volkswagen Polo Diesel Trendline 1.2L,0.642857143,130000,0.178526354,1,1,1,1
Maruti Eeco 5 Seater AC BSIV,0.892857143,260000,0.037192009,4,0,1,0
Hyundai Verna SX,0.535714286,155000,0.080584132,4,0,1,0
Honda Jazz 1.5 VX i DTEC,0.821428571,450000,0.047110209,1,1,1,0
Maruti SX4 Celebration Petrol,0.714285714,220000,0.111578506,4,1,1,2
Hyundai i20 Active S Diesel,0.928571429,650000,0.045870434,1,0,1,0
Maruti Alto 800 LXI,0.928571429,285000,0.037192009,4,0,1,0
Honda Amaze V CVT Petrol BSIV,0.928571429,725000,0.032232909,4,0,0,0
Maruti Ciaz ZXi,0.857142857,625000,0.037192009,4,0,1,0
Hyundai i20 Active SX Petrol,0.857142857,550000,0.028513584,4,0,1,0
Hyundai i10 Magna,0.714285714,240000,0.049589758,4,0,1,0
Nissan Terrano XL 85 PS,0.785714286,600000,0.033472684,1,0,1,0
Tata New Safari DICOR 2.2 EX 4x2,0.714285714,350000,0.080584132,1,0,1,0
Hyundai EON Magna Plus,0.821428571,245000,0.039671559,4,0,1,0
Mahindra Bolero B6,0.857142857,600000,0.069426158,1,0,1,0
BMW X1 sDrive 20d xLine,0.892857143,2400000,0.037192009,1,1,0,0
Mahindra Scorpio SLE BS IV,0.785714286,620000,0.099180757,1,0,1,0
Maruti Swift Dzire 1.2 Vxi BSIV,0.785714286,395000,0.064467058,4,0,1,2
Maruti Ertiga ZXI,0.785714286,635000,0.016425778,4,0,1,0
Maruti Alto LX,0.678571429,180000,0.044630659,4,0,1,0
Maruti Swift ZDI Plus,0.821428571,484999,0.090502332,1,0,1,2
Maruti Alto LX,0.428571429,110000,0.074385258,4,1,1,0
Maruti Wagon R VXI BSIII,0.5,150000,0.074385258,4,1,1,2
Chevrolet Tavera Neo 2 LT L 9 Str,0.714285714,400000,0.136374005,1,1,1,0
Tata Indica Vista Aura Plus 1.3 Quadrajet,0.714285714,200000,0.086783007,1,1,1,2
Renault Duster 85PS Diesel RxL Plus,0.75,302000,0.074385258,1,1,1,2
Maruti Swift Dzire Vdi BSIV,0.678571429,215000,0.111578506,1,1,1,1
Maruti Wagon R VXI BSIII,0.428571429,155000,0.099180757,4,1,1,2
Toyota Innova 2.5 G (Diesel) 8 Seater,0.785714286,1000000,0.125216031,1,1,1,2
Mahindra Bolero Power Plus SLX,0.928571429,550000,0.054548858,1,1,1,0
Maruti Swift 1.3 VXi,0.5,200000,0.055788633,4,1,1,0
Mahindra Scorpio S2 7 Seater,0.892857143,750000,0.148771755,1,1,1,0
Maruti Zen LXI,0.464285714,90000,0.111578506,4,1,1,2
Maruti Wagon R LXI Minor,0.535714286,80000,0.148771755,4,1,1,2
Hyundai EON D Lite Plus,0.75,229999,0.016735722,4,1,1,0
Renault KWID 1.0 RXT Optional,0.892857143,350000,0.01239651,4,1,1,0
Hyundai Grand i10 Magna,0.821428571,325000,0.030993134,4,1,1,4
Tata Tigor 1.2 Revotron XT,0.928571429,450000,0.010536847,4,1,1,0
Maruti SX4 Celebration Diesel,0.714285714,250000,0.148771755,1,1,1,0
Volkswagen Polo Diesel Comfortline 1.2L,0.714285714,225000,0.148771755,1,1,1,0
Maruti Alto LXi,0.607142857,150000,0.111883491,4,1,1,4
Maruti Alto LX BSIII,0.571428571,110000,0.111578506,4,1,1,2
Maruti Alto LXi BSIII,0.642857143,150000,0.049589758,4,1,1,2
Maruti Gypsy King Hard Top,0.285714286,165000,0.074385258,4,1,1,1
Renault Duster 85PS Diesel RxL,0.892857143,610000,0.039671559,1,1,1,2
Tata Manza Club Class Quadrajet90 VX,0.75,170000,0.074881168,1,1,1,0
Hyundai Verna CRDi,0.571428571,150000,0.087960793,1,1,1,2
Hyundai i20 Asta 1.4 CRDi,0.75,300000,0.111578506,1,1,1,0
Hyundai Xcent 1.1 CRDi Base,0.821428571,375000,0.089262557,1,1,1,0
Maruti Swift VDI,0.75,390000,0.111578506,1,1,1,0
Hyundai i20 Active 1.2 S,0.892857143,600000,0.01239651,4,1,1,0
Maruti Alto 800 LXI,0.785714286,204999,0.030993134,4,1,1,2
Hyundai Verna CRDi,0.607142857,270000,0.099180757,1,1,1,2
Hyundai Grand i10 Sportz,0.892857143,375000,0.01239651,4,1,1,0
Maruti Baleno Zeta,1,700000,0.001362513,4,1,1,0
Maruti Swift VXI Deca,0.892857143,455000,0.049589758,4,1,1,0
Hyundai i10 Sportz 1.1L,0.892857143,375000,0.01239651,4,1,1,0
Hyundai Grand i10 Asta,0.785714286,341000,0.039040513,4,1,1,0
Maruti Swift Dzire VDI,0.785714286,200000,0.132831968,1,1,1,2
Maruti Ignis 1.2 AMT Delta BSIV,0.892857143,450000,0.018595385,4,1,0,0
Hyundai Santro Xing GL Plus,0.714285714,170000,0.061987508,4,1,1,2
Toyota Innova Crysta 2.4 VX MT 8S BSIV,0.892857143,1900000,0.123976256,1,1,1,0
Mahindra Bolero Power Plus LX,0.857142857,500000,0.074385258,1,1,1,0
Maruti Vitara Brezza ZDi Plus,0.857142857,819999,0.105379631,1,1,1,0
Maruti Swift 1.2 DLX,0.785714286,351000,0.049589758,4,1,1,2
Hyundai i10 Magna 1.2 iTech SE,0.678571429,195000,0.099180757,4,1,1,2
Maruti Swift Dzire VDi,0.571428571,250000,0.101660307,1,1,1,2
Maruti Zen Estilo 1.1 VXI BSIII,0.571428571,120000,0.086783007,4,1,1,2
Maruti A-Star Vxi,0.607142857,180000,0.086783007,4,1,1,4
Mahindra KUV 100 mFALCON D75 K6,0.857142857,430000,0.024794259,1,1,1,0
Tata Nano Cx BSIV,0.714285714,75000,0.043390884,4,1,1,2
Mahindra Xylo D4,0.892857143,750000,0.099180757,1,1,1,0
Tata Nano Lx,0.678571429,60000,0.049589758,4,1,1,0
Toyota Innova 2.5 VX (Diesel) 8 Seater,0.821428571,1500000,0.057539195,1,1,1,0
Mahindra Bolero SLX 2WD BSIII,0.678571429,390000,0.185965004,1,1,1,1
Mahindra TUV 300 T4,0.857142857,630000,0.061987508,1,1,1,0
Tata Safari Storme VX Varicor 400,0.928571429,1085000,0.018595385,1,1,1,0
Hyundai i10 Magna 1.2 iTech SE,0.714285714,190000,0.074385258,4,1,1,2
Maruti Baleno Delta Automatic,0.928571429,550000,0.030993134,4,1,0,0
Maruti Alto 800 LXI,0.714285714,200000,0.111578506,4,1,1,4
Chevrolet Spark 1.0 LT,0.678571429,165000,0.074385258,4,1,1,0
Ford Figo Diesel Celebration Edition,0.75,260000,0.080584132,1,1,1,0
Maruti Alto LX,0.678571429,151000,0.049589758,4,1,1,0
Maruti Vitara Brezza VDi,0.928571429,780000,0.061987508,1,1,1,0
Tata Indica Vista Quadrajet LX,0.714285714,175000,0.099180757,1,1,1,4
Tata Indica Vista TDI LS,0.642857143,170000,0.133274568,1,0,1,0
Tata Indica Vista TDI LS,0.75,210000,0.167368379,1,0,1,2
Maruti Alto LXi,0.535714286,90000,0.054333137,4,0,1,2
Hyundai i20 Active S Petrol,0.857142857,535000,0.069225314,4,0,1,0
Maruti Swift VDI BSIV,0.535714286,195000,0.139944557,1,0,1,0
Tata Indica Vista Terra Quadrajet 1.3L,0.678571429,140000,0.111578506,1,1,1,4
Nissan Sunny XL,0.714285714,350000,0.049589758,4,1,1,0
Hyundai Verna 1.6 SX VTVT (O),0.75,425000,0.081823907,4,1,1,0
Renault KWID 1.0 RXT Optional,0.892857143,300000,0.037563941,4,1,1,0
Volkswagen Vento Diesel Style Limited Edition,0.75,340000,0.105379631,1,1,1,2
Maruti Swift Dzire VXi,0.607142857,250000,0.099997768,4,0,1,0
Chevrolet Aveo 1.4 LS,0.571428571,170000,0.100822219,4,0,1,0
Honda Amaze S i-Dtech,0.75,315000,0.158546141,1,0,1,0
Chevrolet Beat PS,0.821428571,200000,0.061987508,4,1,1,0
Chevrolet Beat PS,0.857142857,300000,0.030993134,4,1,1,0
Honda Amaze S i-Dtech,0.821428571,300000,0.082759937,1,0,1,0
Honda City E,0.75,380000,0.152595221,4,0,1,0
Maruti Swift VXI BSIII,0.607142857,250000,1,4,0,1,0
Honda Amaze S i-Dtech,0.75,310000,0.11883243,1,0,1,0
Maruti Wagon R VXI Minor ABS,0.642857143,260000,0.061987508,4,1,1,0
Maruti Omni BSIII 8-STR W/ IMMOBILISER,0.571428571,150000,0.061987508,4,1,1,2
Maruti Esteem Vxi - BSIII,0.5,85000,0.074385258,4,1,1,2
Maruti Alto 800 LXI,0.821428571,280000,0.018595385,4,1,1,2
Mahindra Xylo H4 ABS,0.857142857,850000,0.049589758,1,1,1,0
